"FID"	"phen"	"x"	"y"	"n_eggs_max"	"pldens_3"	"phen_n3"
0	6	1499944.864	-22.91918526	0	16.1387124049	4.62988505747126
1	6	1499944.837	-22.88531853	0	16.1884752252	4.5868544600939
2	6	1499944.826	-22.91918526	0	16.2815454643	4.6281179138322
3	4	1499944.854	-22.953052	0	16.4141350452	4.61609195402299
4	2	1499944.627	-22.92130193	0	16.7728454262	4.59276018099547
5	6	1499944.621	-23.08005225	0	16.6368094293	4.54318181818182
6	5	1499944.528	-23.09910229	0	16.6345230373	4.536866359447
7	5	1499944.325	-22.64401805	0	16.4765584485	4.52530120481928
8	6	1499944.316	-22.6397847	0	16.5005935018	4.52644230769231
9	6	1499944.437	-23.20070249	0	17.1814571621	4.55479452054795
10	5	1499944.435	-23.20493583	0	17.3036675461	4.55681818181818
11	4	1499944.428	-23.19858582	0	17.2824627472	4.55909090909091
12	6	1499944.424	-23.20070249	0	17.3331046962	4.56433408577878
13	5	1499944.777	-23.39924622	0	16.9295190985	4.59080962800875
14	4	1499944.864	-23.5537632	0	16.9804139589	4.61471861471861
15	6	1499944.869	-23.56434655	0	17.0090852635	4.61038961038961
16	5	1499944.322	-23.79718035	0	19.4470396386	4.58452138492872
17	5	1499944.394	-23.89243054	0	19.2913364895	4.58452138492872
18	4	1499945.224	-24.09774762	0	16.6156503179	4.66025641025641
19	4	1499945.226	-24.10198096	0	16.5787728477	4.65952890792291
20	3	1499945.228	-24.19934782	0	16.6131033566	4.64592274678112
21	1	1499945.226	-24.79413235	0	18.0374202442	4.64822134387352
22	5	1499945.156	-24.71369885	0	18.2384413684	4.66205533596838
23	6	1499945.173	-24.95288266	0	17.865403663	4.644
24	6	1499945.184	-25.06929956	0	17.6421896839	4.63967611336032
25	6	1499945.184	-25.07353291	0	17.6421896839	4.63967611336032
26	5	1499945.065	-24.95288266	0	18.5663046883	4.6374269005848
27	4	1499945.063	-24.94229931	0	18.7489440887	4.63953488372093
28	3	1499945.063	-24.95076599	0	18.5693565016	4.64132553606238
29	3	1499945.061	-24.95076599	0	18.572422139	4.64132553606238
30	2	1499944.947	-24.59304861	0	19.2305795036	4.67485822306238
31	3	1499944.758	-24.67559878	0	20.118045383	4.65799256505576
32	3	1499944.767	-24.66924876	0	20.0972190955	4.65799256505576
33	6	1499944.727	-24.52319847	0	19.9747186337	4.66417910447761
34	6	1499944.72	-24.52743181	0	20.028072376	4.66480446927374
35	6	1499944.725	-24.5210818	0	20.0172886987	4.66480446927374
36	5	1499944.725	-24.51896513	0	20.0172886987	4.66666666666667
37	6	1499944.725	-24.51473179	0	20.0172886987	4.66480446927374
38	4	1499944.581	-24.55706521	0	20.5645545595	4.65064695009242
39	2	1499944.583	-24.55706521	0	20.5582468392	4.6543438077634
40	3	1499944.583	-24.55706521	0	20.5582468392	4.65249537892791
41	5	1499944.579	-24.55706521	0	20.5708761428	4.64879852125693
42	5	1499944.579	-24.55706521	0	20.5708761428	4.64879852125693
43	5	1499944.579	-24.55706521	0	20.5708761428	4.64879852125693
44	5	1499944.579	-24.55706521	0	20.5708761428	4.64879852125693
45	5	1499944.811	-24.94229931	1	19.438817595	4.63567362428843
46	5	1499944.811	-24.95288266	1	19.438817595	4.63567362428843
47	6	1499944.811	-24.95076599	0	19.438817595	4.63377609108159
48	6	1499944.71	-25.01214945	0	19.8688628122	4.6203007518797
49	6	1499944.712	-25.01214945	0	19.8634530343	4.6203007518797
50	6	1499944.712	-25.01214945	1	19.8634530343	4.6203007518797
51	6	1499944.712	-25.01638279	0	19.8634530343	4.6203007518797
52	5	1499944.708	-25.01214945	0	19.874285021	4.62218045112782
53	6	1499944.667	-25.10951631	0	20.3920319485	4.61878453038674
54	6	1499944.667	-25.11374965	0	20.3920319485	4.61878453038674
55	3	1499944.325	-24.58881527	0	21.5736232923	4.6348623853211
56	5	1499944.282	-25.04813285	0	22.2107901926	4.60502692998205
57	5	1499944.282	-25.04813285	0	22.2107901926	4.60502692998205
58	4	1499944.282	-25.04813285	0	22.2107901926	4.60682226211849
59	6	1499944.256	-25.10104963	0	22.1555646834	4.59855334538879
60	4	1499944.222	-25.05871621	0	22.5333752883	4.61001788908766
61	5	1499944.222	-25.00791611	0	22.5736134584	4.60892857142857
62	6	1499944.019	-25.23651656	0	24.4813446712	4.61643835616438
63	6	1499943.928	-25.1539664	0	25.3746560855	4.62542372881356
64	4	1499943.928	-25.1539664	0	25.3746560855	4.62881355932203
65	6	1499944.027	-24.4046649	0	22.2670142905	4.6109022556391
66	5	1499943.902	-24.72004886	0	23.7546634902	4.5989110707804
67	5	1499943.773	-24.82588241	0	24.5334790166	4.59312839059675
68	4	1499943.881	-24.99521608	0	24.4235147819	4.62014134275618
69	6	1499943.879	-24.99733275	0	24.4347504647	4.61524822695035
70	5	1499943.792	-24.99309941	0	25.2179317646	4.62303664921466
71	5	1499943.714	-25.03966617	0	25.8573195667	4.61698440207972
72	3	1499943.714	-25.04178284	0	25.8573195667	4.62045060658579
73	1	1499943.716	-25.04178284	0	25.8444756598	4.62391681109185
74	6	1499943.447	-25.09258294	0	28.0111014799	4.62051282051282
75	6	1499943.375	-24.99944942	0	27.1900864341	4.5834829443447
76	6	1499943.375	-24.99944942	0	27.1900864341	4.5834829443447
77	4	1499943.375	-24.99944942	0	27.1900864341	4.58707360861759
78	6	1499943.375	-24.99944942	0	27.1900864341	4.5834829443447
79	3	1499943.375	-24.99944942	0	27.1900864341	4.58886894075404
80	5	1499943.375	-24.99944942	0	27.1900864341	4.58527827648115
81	3	1499943.375	-25.00156609	0	27.287541941	4.58886894075404
82	5	1499943.286	-24.9063159	0	27.1177578265	4.57011070110701
83	6	1499943.377	-24.90419923	0	26.3952943384	4.57116451016636
84	5	1499943.47	-24.5210818	0	25.1804954168	4.57007575757576
85	2	1499943.47	-24.5210818	0	25.1804954168	4.57575757575758
86	1	1499943.47	-24.5210818	0	25.1804954168	4.57765151515152
87	5	1499943.485	-24.3686815	0	24.7999490375	4.59082217973231
88	1	1499943.485	-24.3686815	0	24.7999490375	4.59847036328872
89	3	1499943.485	-24.3686815	0	24.7999490375	4.59464627151052
90	2	1499943.485	-24.3686815	0	24.7999490375	4.59655831739962
91	1	1499943.485	-24.3686815	0	24.7999490375	4.59847036328872
92	5	1499943.487	-24.36656482	0	24.7863877955	4.59003831417624
93	5	1499943.468	-24.288248	0	24.4337881167	4.60038986354776
94	4	1499943.47	-24.29036467	0	24.4203295175	4.60233918128655
95	5	1499943.47	-24.29036467	0	24.4203295175	4.60038986354776
96	6	1499944.228	-23.30187936	0	18.568472669	4.56832971800434
97	6	1499944.228	-23.30187936	0	18.568472669	4.56832971800434
98	6	1499944.232	-23.30187936	0	18.5541591912	4.56832971800434
99	6	1499944.218	-24.00249743	0	20.2152473293	4.58
100	4	1499944.213	-24.10198096	0	20.7548968603	4.61673151750973
101	4	1499944.213	-24.10198096	0	20.7548968603	4.61673151750973
102	3	1499944.059	-23.29764602	0	19.0953536808	4.57516339869281
103	5	1499944.122	-23.67653011	0	20.3762430295	4.58064516129032
104	3	1499944.124	-23.67653011	0	20.3679313809	4.58467741935484
105	3	1499943.974	-23.54952986	0	20.6935998335	4.59304703476483
106	4	1499943.974	-23.54952986	0	20.6935998335	4.59100204498978
107	5	1499943.974	-23.54952986	0	20.6935998335	4.58895705521472
108	1	1499943.974	-23.54952986	0	20.6935998335	4.59713701431493
109	5	1499943.974	-23.54952986	0	20.6935998335	4.58895705521472
110	4	1499943.974	-23.54952986	0	20.6935998335	4.59100204498978
111	5	1499943.881	-24.13796437	0	22.3559156469	4.61240310077519
112	4	1499943.881	-24.13796437	0	22.3559156469	4.61434108527132
113	4	1499943.881	-24.13796437	0	22.3559156469	4.61434108527132
114	4	1499943.881	-24.13796437	0	22.3559156469	4.61434108527132
115	4	1499943.881	-24.13796437	0	22.3559156469	4.61434108527132
116	2	1499943.883	-24.13796437	0	22.3456466235	4.61821705426357
117	5	1499943.883	-24.13796437	0	22.3456466235	4.61240310077519
118	5	1499943.883	-24.1358477	0	22.3456466235	4.61240310077519
119	6	1499943.665	-24.20146449	0	23.3518198846	4.60582524271845
120	3	1499943.665	-24.20146449	0	23.3518198846	4.61165048543689
121	3	1499943.665	-24.20146449	0	23.3518198846	4.61165048543689
122	3	1499943.585	-24.19934782	0	23.952493849	4.607421875
123	4	1499943.47	-24.10198096	0	24.2302880426	4.6090373280943
124	4	1499943.473	-24.09986429	0	24.2169536874	4.60355029585799
125	5	1499943.47	-24.09986429	0	24.2302880426	4.60157790927022
126	2	1499943.316	-24.20358117	0	25.2591304222	4.60314341846758
127	1	1499943.316	-24.20358117	0	25.2591304222	4.60510805500982
128	5	1499943.655	-23.63208002	0	22.4130905856	4.59229208924949
129	2	1499943.655	-23.63208002	0	22.4130905856	4.59837728194726
130	3	1499943.655	-23.63208002	0	22.4130905856	4.59634888438134
131	4	1499943.576	-23.54952986	0	22.3842016956	4.58178053830228
132	5	1499943.576	-23.54952986	0	22.3842016956	4.57971014492754
133	1	1499943.576	-23.54952986	0	22.3842016956	4.5879917184265
134	5	1499943.291	-23.71039685	0	23.8431734661	4.58071278825996
135	4	1499943.297	-23.60244663	0	23.800655792	4.58280922431866
136	3	1499943.295	-23.6045633	0	23.8148086421	4.58490566037736
137	5	1499943.316	-23.49237974	0	23.1789667404	4.5610278372591
138	6	1499943.316	-23.49237974	0	23.1789667404	4.55888650963597
139	4	1499943.316	-23.49237974	0	23.1789667404	4.56316916488223
140	3	1499943.468	-22.41372425	0	16.5427203592	4.55
141	6	1499943.468	-22.41372425	0	16.5427203592	4.54117647058824
142	5	1499943.468	-22.41372425	0	16.5427203592	4.54411764705882
143	6	1499943.479	-22.55342453	0	17.3031952008	4.48076923076923
144	5	1499943.479	-22.55342453	0	17.3031952008	4.48351648351648
145	6	1499943.479	-22.55342453	0	17.3031952008	4.48076923076923
146	2	1499943.479	-22.55342453	0	17.3031952008	4.49175824175824
147	1	1499943.479	-22.55342453	0	17.3031952008	4.49450549450549
148	6	1499943.403	-22.48569106	0	17.0737875563	4.51420454545455
149	5	1499943.288	-22.71429152	0	19.1657657725	4.51958224543081
150	6	1499943.288	-22.71429152	0	19.1657657725	4.51697127937337
151	6	1499943.211	-22.65079139	0	18.5731557315	4.54469273743017
152	6	1499942.777	-22.60845797	0	18.7924514433	4.49529780564263
153	6	1499942.769	-22.52379114	0	18.143097562	4.48051948051948
154	6	1499942.373	-22.59364128	0	19.5542137873	4.46153846153846
155	6	1499942.373	-22.59364128	0	19.5542137873	4.46153846153846
156	6	1499942.403	-22.69735815	0	20.532723087	4.50986842105263
157	4	1499943.025	-22.49627442	0	17.5390150651	4.51393188854489
158	5	1499943.105	-22.59364128	0	18.0587090253	4.53801169590643
159	6	1499943.114	-22.64867472	0	18.4852664439	4.55270655270655
160	5	1499943.207	-22.79472501	0	19.7199262305	4.53246753246753
161	5	1499943.131	-22.8391751	0	19.6977411644	4.56266666666667
162	5	1499942.868	-22.73122489	0	19.6962310799	4.54782608695652
163	6	1499943.023	-22.89844189	0	20.1427020943	4.56720430107527
164	1	1499943.023	-22.89844189	0	20.1427020943	4.58064516129032
165	5	1499942.426	-22.59575795	0	19.6085574835	4.48275862068965
166	6	1499942.663	-23.01697546	0	21.2746376814	4.57758620689655
167	5	1499942.663	-23.01697546	0	21.2746376814	4.58045977011494
168	5	1499942.817	-23.20112583	0	23.4427280885	4.62222222222222
169	5	1499942.608	-23.15455907	0	22.2045034132	4.57303370786517
170	5	1499942.314	-23.0720089	0	22.5522529628	4.55590062111801
171	5	1499942.326	-22.98945874	0	22.0163580932	4.53481012658228
172	3	1499942.748	-23.16514242	0	23.4826829621	4.62878787878788
173	6	1499942.748	-23.16514242	0	23.4826829621	4.62121212121212
174	2	1499942.745	-23.16514242	1	23.5000915895	4.63131313131313
175	4	1499942.475	-23.09952562	0	22.3763024012	4.58064516129032
176	6	1499942.409	-23.07835891	0	22.159120569	4.54103343465046
177	4	1499942.409	-23.07412557	0	22.159120569	4.54711246200608
178	4	1499942.28	-22.99369208	0	22.1683207857	4.54838709677419
179	5	1499942.28	-22.99369208	0	22.1683207857	4.54516129032258
180	3	1499942.28	-22.99369208	0	22.1683207857	4.55161290322581
181	4	1499942.28	-22.99369208	0	22.1683207857	4.54838709677419
182	4	1499942.54	-22.25709061	0	17.352458843	4.50922509225092
183	4	1499942.54	-22.25709061	0	17.352458843	4.50922509225092
184	5	1499942.739	-22.43489096	0	17.8571694075	4.47959183673469
185	5	1499942.682	-22.49839109	0	17.9809606119	4.48310810810811
186	2	1499943.296	-23.60879664	0	23.8077297579	4.58700209643606
187	4	1499943.182	-23.26166261	0	22.5430374871	4.60640732265446
188	5	1499943.182	-23.26166261	0	22.5430374871	4.60411899313501
189	4	1499943.182	-23.26166261	0	22.5430374871	4.60640732265446
190	1	1499943.23	-23.41617959	0	22.9367542452	4.54988913525499
191	3	1499943.23	-23.41617959	0	22.9367542452	4.54545454545455
192	3	1499943.228	-23.4881464	0	23.6616063996	4.56129032258065
193	6	1499943.135	-23.76966363	0	24.7345331494	4.56779661016949
194	5	1499943.042	-23.73156355	0	25.284542842	4.56503198294243
195	5	1499942.957	-23.73156355	0	25.3623487957	4.55798687089715
196	3	1499942.866	-23.72733021	0	25.7878908504	4.56953642384106
197	5	1499942.786	-23.72733021	0	26.4427185066	4.56194690265487
198	6	1499942.786	-23.72733021	0	26.4427185066	4.55973451327434
199	4	1499942.477	-23.41194625	0	25.2996558872	4.62760416666667
200	4	1499942.371	-24.15278106	0	29.2543599564	4.58878504672897
201	5	1499942.856	-23.92841395	0	26.5062711512	4.57543103448276
202	3	1499942.856	-23.92841395	0	26.5062711512	4.57974137931035
203	5	1499943.224	-24.00038076	0	24.8089474954	4.58726899383984
204	6	1499943.224	-24.00038076	0	24.8089474954	4.58521560574949
205	5	1499943.224	-24.00038076	0	24.8089474954	4.58726899383984
206	2	1499943.118	-24.24591458	0	26.3813892084	4.6
207	5	1499942.97	-24.24591458	0	27.1813808105	4.59756097560976
208	NA	1499943.025	-24.15828441	0	26.6053366987	4.60243407707911
209	6	1499943.116	-24.65146873	0	27.8151955686	4.55954631379962
210	6	1499943.116	-24.65146873	0	27.8151955686	4.55954631379962
211	6	1499942.919	-24.45038499	0	27.9654217479	4.592
212	6	1499942.919	-24.45038499	0	27.9654217479	4.592
213	6	1499942.913	-24.6387687	0	29.2540246182	4.55278310940499
214	3	1499943.12	-24.83773577	0	27.8322204576	4.5811320754717
215	4	1499943.12	-24.83773577	0	27.8322204576	4.57924528301887
216	6	1499943.122	-24.94568598	0	28.2335825271	4.57992565055762
217	5	1499943.122	-24.94568598	0	28.2335825271	4.5817843866171
218	2	1499943.224	-24.94991932	0	28.0117419466	4.59636363636364
219	6	1499943.224	-24.94991932	0	28.0117419466	4.58909090909091
220	6	1499942.892	-25.15735307	0	31.3167761085	4.58951175406872
221	5	1499942.714	-25.23778657	0	32.5639318069	4.59484346224678
222	3	1499942.714	-25.23778657	0	32.5639318069	4.59852670349908
223	6	1499942.712	-25.16581976	0	32.4685768756	4.59590316573557
224	5	1499942.625	-25.04516952	0	32.2034395645	4.57558139534884
225	6	1499942.625	-25.04516952	0	32.2034395645	4.57364341085271
226	3	1499942.625	-25.04516952	0	32.2034395645	4.57945736434108
227	1	1499942.625	-25.04516952	0	32.2034395645	4.58333333333333
228	5	1499942.788	-24.54775185	0	29.3982473497	4.59045725646123
229	6	1499942.788	-24.54775185	0	29.3982473497	4.58846918489066
230	1	1499942.788	-24.54775185	0	29.3982473497	4.59840954274354
231	2	1499942.788	-24.54775185	0	29.3982473497	4.59642147117296
232	6	1499942.671	-24.5519852	0	30.1433217687	4.58989898989899
233	6	1499942.671	-24.5519852	0	30.1433217687	4.58989898989899
234	4	1499942.671	-24.5519852	0	30.1433217687	4.59393939393939
235	6	1499942.582	-24.58373526	0	31.079570922	4.58704453441296
236	4	1499942.515	-24.65993541	0	32.0798731769	4.59716599190283
237	5	1499942.515	-24.65993541	0	32.0798731769	4.59514170040486
238	4	1499942.47	-24.59855196	0	31.8505236543	4.56728778467909
239	3	1499942.328	-24.48001838	0	30.9484433672	4.60674157303371
240	4	1499942.279	-24.45250166	0	31.3188671968	4.59545454545455
241	4	1499942.279	-24.45250166	0	31.3188671968	4.59545454545455
242	6	1499942.279	-24.45250166	0	31.3188671968	4.59090909090909
243	5	1499942.279	-24.45250166	0	31.3188671968	4.59318181818182
244	4	1499942.281	-24.5371685	0	31.5030968486	4.58108108108108
245	4	1499942.452	-24.72131887	0	32.6041935573	4.58248472505092
246	4	1499942.452	-24.72131887	0	32.6041935573	4.58248472505092
247	2	1499942.321	-24.75730227	0	32.2273395483	4.59130434782609
248	3	1499942.37	-24.78693567	0	33.0873968569	4.57438016528926
249	1	1499942.37	-24.78481899	0	33.0191754201	4.58921161825726
250	5	1499942.389	-24.85255246	0	32.9675805654	4.56995884773663
251	4	1499942.389	-24.85255246	0	32.9675805654	4.57201646090535
252	1	1499942.414	-24.81021905	0	32.8332240842	4.56967213114754
253	4	1499942.414	-24.81021905	0	32.8332240842	4.56352459016393
254	3	1499945.266	-19.37978091	0	18.8050723538	4.72675521821632
255	6	1499945.268	-19.58933133	0	18.307268457	4.724609375
256	5	1499945.228	-19.94281537	0	17.6807431687	4.75452716297787
257	5	1499945.23	-19.94281537	0	17.6794608133	4.75452716297787
258	5	1499945.23	-19.94281537	0	17.6794608133	4.75452716297787
259	4	1499945.23	-19.94281537	0	17.6794608133	4.75653923541247
260	1	1499945.23	-19.94281537	0	17.6794608133	4.7625754527163
261	5	1499944.292	-20.22221593	0	20.6224756315	4.70948616600791
262	6	1499945.217	-21.94772604	0	14.3068312347	4.57960199004975
263	5	1499945.12	-21.94560937	0	14.4872179701	4.58910891089109
264	5	1499945.12	-21.94560937	0	14.4872179701	4.58910891089109
265	4	1499945.12	-21.94560937	0	14.4872179701	4.59158415841584
266	4	1499945.12	-21.94560937	0	14.4872179701	4.59158415841584
267	5	1499944.542	-21.64927545	0	16.5611332769	4.69515011547344
268	5	1499944.542	-21.64927545	0	16.5611332769	4.69515011547344
269	5	1499944.368	-21.81014243	0	16.0018873137	4.69287469287469
270	6	1499944.368	-21.81014243	0	16.0018873137	4.69041769041769
271	6	1499944.368	-21.81014243	0	16.0018873137	4.69041769041769
272	4	1499943.522	-22.18479318	0	14.9106038318	4.50793650793651
273	6	1499943.522	-22.18479318	0	14.9106038318	4.5015873015873
274	5	1499943.522	-22.18479318	0	14.9106038318	4.5047619047619
275	6	1499943.522	-22.18690986	0	15.098158597	4.5015873015873
276	6	1499943.365	-21.9434927	0	15.3429962544	4.53993610223642
277	6	1499943.365	-21.9434927	0	15.3429962544	4.53993610223642
278	6	1499944.044	-20.38562292	0	19.4835200427	4.72649572649573
279	5	1499944.044	-20.38562292	0	19.4835200427	4.72863247863248
280	6	1499944.044	-20.38562292	0	19.4835200427	4.72649572649573
281	4	1499944.044	-20.38562292	0	19.4835200427	4.73076923076923
282	6	1499942.967	-19.44793771	0	22.314122786	4.59259259259259
283	6	1499942.967	-19.44793771	0	22.314122786	4.59259259259259
284	6	1499942.967	-19.44793771	0	22.314122786	4.59259259259259
285	6	1499942.868	-19.43523768	0	22.7097065993	4.58291457286432
286	6	1499942.868	-19.43523768	0	22.7097065993	4.58291457286432
287	6	1499942.529	-19.74215497	0	21.5915301458	4.58181818181818
288	6	1499942.425	-19.77390503	0	20.2142674692	4.6063829787234
289	5	1499942.588	-19.94535537	0	17.2925944292	4.63768115942029
290	5	1499942.438	-19.93688869	0	17.6565205209	4.64285714285714
291	1	1499942.544	-19.88397192	0	18.0935696905	4.64855072463768
292	1	1499942.396	-19.87973857	0	18.3630726583	4.65073529411765
293	4	1499942.36	-19.94112203	0	18.0172683855	4.65019011406844
294	6	1499943.067	-20.40932963	0	17.6872411227	4.6797583081571
295	5	1499943.067	-20.40932963	0	17.6872411227	4.68277945619335
296	5	1499943.067	-20.40932963	0	17.6872411227	4.68277945619335
297	5	1499943.067	-20.40932963	0	17.6872411227	4.68277945619335
298	6	1499943.067	-20.40932963	0	17.6872411227	4.6797583081571
299	3	1499942.819	-20.41567965	0	16.9674516881	4.67832167832168
300	6	1499942.819	-20.41567965	1	16.9674516881	4.66783216783217
301	5	1499942.819	-20.41356297	0	16.9674516881	4.67132867132867
302	5	1499942.819	-20.41356297	0	16.9674516881	4.67132867132867
303	5	1499942.823	-20.61041337	0	16.8277981098	4.64041095890411
304	6	1499942.624	-20.44531304	0	17.2495034012	4.64874551971326
305	5	1499942.624	-20.44319637	0	17.2495034012	4.65232974910394
306	6	1499942.313	-20.60618003	0	16.4824728261	4.65086206896552
307	6	1499942.313	-20.60618003	0	16.4824728261	4.65086206896552
308	6	1499942.313	-20.60618003	0	16.4824728261	4.65086206896552
309	5	1499942.313	-20.60618003	0	16.4824728261	4.6551724137931
310	5	1499942.315	-20.60618003	0	16.4678845079	4.6551724137931
311	6	1499942.432	-21.18614785	0	16.3701649491	4.63934426229508
312	6	1499942.432	-21.18614785	0	16.3701649491	4.63934426229508
313	3	1499943.071	-21.7936324	0	15.855298517	4.55892255892256
314	2	1499943.071	-21.79574907	0	15.855298517	4.56228956228956
315	6	1499942.897	-21.79786574	0	16.1913509095	4.52669039145907
316	6	1499942.897	-21.79786574	0	16.1913509095	4.52669039145907
317	6	1499942.897	-21.79998241	0	15.8540310988	4.52669039145907
318	4	1499942.897	-21.79998241	0	15.8540310988	4.53380782918149
319	2	1499942.918	-21.68568219	0	16.4144668922	4.56313993174061
320	3	1499942.92	-21.68568219	0	16.4031453345	4.55972696245734
321	4	1499942.868	-21.6920322	0	16.8051828847	4.55593220338983
322	3	1499942.868	-21.6920322	0	16.8051828847	4.55932203389831
323	4	1499942.8	-21.68144884	0	17.1943990316	4.55631399317406
324	5	1499942.821	-22.19156653	0	16.7245607995	4.47916666666667
325	5	1499942.821	-22.19156653	0	16.7245607995	4.47916666666667
326	5	1499942.417	-21.44014836	0	16.3332681955	4.61570247933884
327	2	1499942.417	-21.4443817	0	16.3332681955	4.62809917355372
328	4	1499942.41	-21.44226503	0	16.374856922	4.6198347107438
329	4	1499942.489	-21.60736536	0	17.0480284554	4.54406130268199
330	4	1499942.489	-21.6115987	0	17.0480284554	4.54406130268199
331	4	1499942.372	-22.1428831	0	18.060264608	4.45384615384615
332	4	1499945.122	-25.29566899	0	18.562256093	4.62934362934363
333	6	1499944.982	-25.34646909	0	19.021912636	4.61333333333333
334	6	1499944.982	-25.34646909	0	19.021912636	4.61333333333333
335	6	1499944.982	-25.34646909	0	19.021912636	4.61333333333333
336	2	1499944.982	-25.34858577	0	19.021912636	4.62095238095238
337	4	1499944.373	-25.66396973	0	22.5348749841	4.60104529616725
338	6	1499944.377	-25.79520332	0	22.4015248668	4.5954465849387
339	6	1499944.377	-25.79520332	0	22.4015248668	4.5954465849387
340	4	1499944.379	-25.79520332	0	22.3936565474	4.59894921190893
341	2	1499944.589	-25.9349036	0	21.829239601	4.60278745644599
342	2	1499944.589	-25.9349036	0	21.829239601	4.60278745644599
343	4	1499944.589	-25.9349036	0	21.829239601	4.5993031358885
344	3	1499944.589	-25.9349036	0	21.829239601	4.60104529616725
345	3	1499944.589	-25.9349036	0	21.829239601	4.60104529616725
346	6	1499944.877	-26.09153725	0	20.2468453374	4.61482820976492
347	5	1499944.874	-26.09153725	0	20.2515011997	4.61663652802893
348	6	1499944.874	-26.09153725	0	20.2515011997	4.61482820976492
349	6	1499944.874	-26.09153725	0	20.2515011997	4.61482820976492
350	6	1499944.874	-26.09153725	0	20.2515011997	4.61482820976492
351	6	1499944.874	-26.09153725	0	20.2515011997	4.61482820976492
352	6	1499944.874	-26.09153725	0	20.2515011997	4.61482820976492
353	5	1499944.874	-26.09153725	0	20.2515011997	4.61663652802893
354	6	1499944.976	-26.25240424	0	19.2862481457	4.62593984962406
355	6	1499944.976	-26.25240424	0	19.2862481457	4.62593984962406
356	6	1499944.976	-26.25240424	0	19.2862481457	4.62593984962406
357	6	1499944.976	-26.25240424	0	19.2862481457	4.62593984962406
358	6	1499944.976	-26.25240424	0	19.2862481457	4.62593984962406
359	5	1499944.974	-26.25028757	0	19.3261999794	4.62781954887218
360	6	1499944.976	-26.2481709	0	19.2862481457	4.62593984962406
361	4	1499944.58	-26.54873817	0	20.4396890661	4.60148975791434
362	4	1499944.58	-26.54873817	0	20.4396890661	4.60148975791434
363	6	1499945.224	-27.11600597	0	16.188962401	4.70989010989011
364	6	1499945.224	-27.12023931	0	16.188962401	4.70989010989011
365	6	1499944.292	-26.99958907	0	20.4707098362	4.59117082533589
366	5	1499944.29	-27.00170574	0	20.4753879942	4.59309021113244
367	6	1499944.297	-27.19855613	0	18.6699408228	4.66458333333333
368	2	1499944.297	-27.19855613	0	18.6699408228	4.67291666666667
369	3	1499944.297	-27.19855613	0	18.6699408228	4.67083333333333
370	5	1499944.297	-27.19855613	0	18.6699408228	4.66666666666667
371	6	1499944.297	-27.19855613	0	18.6699408228	4.66458333333333
372	5	1499945.029	-27.29592299	0	16.742300151	4.68387096774194
373	6	1499944.438	-27.46525667	0	17.3865348825	4.70524017467249
374	6	1499944.438	-27.46525667	0	17.3865348825	4.70524017467249
375	6	1499944.318	-27.34460642	0	18.074368309	4.69230769230769
376	6	1499944.318	-27.34460642	0	18.074368309	4.69230769230769
377	6	1499944.316	-27.34460642	0	18.0789260533	4.69230769230769
378	6	1499944.504	-27.83990741	0	15.1559598403	4.75615763546798
379	6	1499944.504	-27.83990741	0	15.1559598403	4.75615763546798
380	6	1499944.504	-27.83990741	0	15.1559598403	4.75615763546798
381	2	1499944.43	-27.27898963	0	17.7946222497	4.68884120171674
382	6	1499944.567	-27.40810655	0	16.9118841226	4.70066518847007
383	4	1499944.567	-27.40810655	0	16.9118841226	4.70509977827051
384	5	1499944.567	-27.40810655	0	16.9118841226	4.70288248337029
385	6	1499944.167	-27.64729036	0	16.9906498635	4.74141876430206
386	3	1499944.167	-27.64729036	0	16.9906498635	4.74828375286041
387	3	1499943.835	-27.39963987	0	18.9500302797	4.67826086956522
388	2	1499943.831	-27.40175654	0	18.9180441813	4.6804347826087
389	2	1499943.833	-27.40175654	0	18.91245645	4.68845315904139
390	2	1499943.835	-27.40175654	0	18.9068744512	4.68845315904139
391	5	1499943.822	-27.35942312	0	19.8072963534	4.66179540709812
392	2	1499943.822	-27.35942312	0	19.8072963534	4.66805845511482
393	5	1499943.757	-27.45043997	0	19.1052033871	4.68398268398268
394	4	1499943.761	-27.45467331	0	19.0891901911	4.68614718614719
395	4	1499943.695	-27.89070752	0	16.8448149367	4.71912832929782
396	6	1499943.695	-27.89070752	0	16.8448149367	4.71428571428571
397	6	1499943.695	-27.89070752	0	16.8448149367	4.71428571428571
398	4	1499943.695	-27.89070752	0	16.8448149367	4.71912832929782
399	3	1499943.695	-27.89070752	0	16.8448149367	4.72154963680387
400	5	1499943.695	-27.89070752	0	16.8448149367	4.71670702179177
401	6	1499943.695	-27.89070752	0	16.8448149367	4.71428571428571
402	4	1499943.672	-28.04734116	0	15.4754475468	4.72559366754617
403	3	1499943.617	-28.04945783	0	15.409753799	4.73157894736842
404	4	1499943.617	-28.04945783	0	15.409753799	4.72894736842105
405	3	1499943.617	-28.04945783	0	15.409753799	4.73157894736842
406	6	1499943.617	-28.04945783	0	15.409753799	4.72368421052632
407	6	1499943.617	-28.04945783	0	15.409753799	4.72368421052632
408	5	1499943.52	-28.04522449	0	15.7975347614	4.71875
409	4	1499943.526	-28.05369118	0	15.7760794592	4.72135416666667
410	6	1499943.475	-27.99654106	0	16.477407027	4.70512820512821
411	5	1499943.475	-27.99654106	0	16.477407027	4.70769230769231
412	6	1499943.422	-28.0515745	0	16.3511197427	4.73096446700508
